product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
Pork Centre Rib Roasts Roasted,"pork centre rib roasts roasted, fresh meat, essential amino acids, heme iron, high protein",1,97.5,,,1942.0,211.3,0.0,114.9,0.0,700.0,0.0,331.5,Group 3,FOOD-DATA-GROUP3.csv
Minced Ham,minced ham,3,62.0,,,55.0,3.4,0.4,4.3,0.0,300.0,0.0,10.4,Group 3,FOOD-DATA-GROUP3.csv
Ham Roasted,"ham roasted, high protein",3,59.6,,,316.0,28.7,0.6,21.3,0.0,1300.0,0.0,83.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Loin Raw,"pork loin raw, fresh meat, essential amino acids, heme iron, high protein",1,87.8,,,232.0,23.1,0.0,14.7,0.0,3.0,0.0,60.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Backribs Roasted,"pork backribs roasted, fresh meat, essential amino acids, heme iron, high protein",1,96.0,,,2564.0,202.0,0.0,188.9,0.0,800.0,0.0,397.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Belly Raw,"pork belly raw, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,2350.0,42.4,0.0,240.5,0.0,100.0,0.0,309.5,Group 3,FOOD-DATA-GROUP3.csv
Ham Raw,"ham raw, high protein",3,53.1,,,266.0,23.8,0.0,18.2,0.0,1500.0,0.0,51.7,Group 3,FOOD-DATA-GROUP3.csv
Ham Extra Lean,ham extra lean,3,62.0,,,45.0,5.1,0.6,2.3,0.0,400.0,0.0,10.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Feet Pickled,"pork feet pickled, fresh meat, essential amino acids, heme iron, high protein",3,59.1,,,635.0,52.8,0.0,45.5,0.0,4300.0,0.0,245.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Shoulder Cooked,"pork shoulder cooked, fresh meat, essential amino acids, heme iron, high protein",1,92.3,,,394.0,31.4,0.0,28.9,0.0,1.0,0.0,95.2,Group 3,FOOD-DATA-GROUP3.csv
Pork Top Loin Roasts Roasted,"pork top loin roasts roasted, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,1628.0,224.3,0.0,74.8,0.0,400.0,0.0,306.4,Group 3,FOOD-DATA-GROUP3.csv
Pork Skin,"pork skin, fresh meat, essential amino acids, heme iron, high protein",1,83.4,,,154.0,17.3,0.0,8.9,0.0,500.0,0.0,35.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Country Style Ribs Cooked,"pork country style ribs cooked, fresh meat, essential amino acids, heme iron, high protein",1,88.0,,,235.0,22.8,0.0,15.2,0.0,49.0,0.0,68.4,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Steak Raw,"pork blade steak raw, fresh meat, essential amino acids, heme iron, high protein",1,93.2,,,664.0,67.6,0.6,43.7,0.0,600.0,0.0,174.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Tenderloin Cooked,"pork tenderloin cooked, fresh meat, essential amino acids, heme iron, high protein",1,87.1,,,153.0,22.7,0.0,6.2,0.0,91.0,0.0,34.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Loin Cooked,"pork loin cooked, fresh meat, essential amino acids, heme iron, high protein",1,88.0,,,213.0,24.2,0.0,12.1,0.0,77.0,0.0,56.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Ears Cooked,"pork ears cooked, fresh meat, essential amino acids, heme iron, high protein",1,85.2,,,184.0,17.7,0.2,12.0,0.0,200.0,0.0,51.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Tongue Cooked,"pork tongue cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.4,,,626.0,55.7,0.0,43.0,0.0,300.0,0.0,158.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Spareribs Raw,"pork spareribs raw, fresh meat, essential amino acids, heme iron, high protein",1,91.5,,,3593.0,200.6,0.0,303.5,0.0,1100.0,0.0,710.5,Group 3,FOOD-DATA-GROUP3.csv
Ham Patties Grilled,ham patties grilled,3,60.2,,,205.0,8.0,1.0,18.5,0.0,600.0,0.0,33.9,Group 3,FOOD-DATA-GROUP3.csv
Chicken Skin Roasted,"chicken skin roasted, fresh poultry meat, protein amino acids, high protein",1,88.9,,,508.0,22.8,0.0,45.6,0.0,28.0,0.0,85.8,Group 3,FOOD-DATA-GROUP3.csv
Turkey Breast Raw,"turkey breast raw, fresh poultry meat, protein amino acids, high protein",1,88.5,,,3554.0,495.6,0.0,158.9,0.0,1300.0,0.0,976.1,Group 3,FOOD-DATA-GROUP3.csv
Ground Turkey Raw,"ground turkey raw, fresh poultry meat, protein amino acids, high protein",1,87.2,,,169.0,22.4,0.0,8.7,0.0,47.0,0.0,54.1,Group 3,FOOD-DATA-GROUP3.csv
Chicken Wing Cooked,"chicken wing cooked, fresh poultry meat, protein amino acids",1,80.0,,,52.0,4.8,0.0,3.5,0.0,86.0,0.0,11.1,Group 3,FOOD-DATA-GROUP3.csv
Turkey Roast Roasted,"turkey roast roasted, fresh poultry meat, protein amino acids, high protein",1,82.0,,,209.0,28.8,4.1,7.8,0.0,900.0,0.0,49.7,Group 3,FOOD-DATA-GROUP3.csv
Pheasant Meat Raw,"pheasant meat raw, fresh poultry meat, protein amino acids, high protein",1,98.0,,,1448.0,181.6,0.0,74.3,0.0,300.0,0.0,403.9,Group 3,FOOD-DATA-GROUP3.csv
Chicken Back Raw,"chicken back raw, fresh poultry meat, protein amino acids",1,81.3,,,188.0,8.3,0.0,17.0,0.0,43.0,0.0,34.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Back Cooked,"chicken back cooked, fresh poultry meat, protein amino acids",1,81.2,,,93.0,8.0,0.0,6.5,0.0,91.0,0.0,21.4,Group 3,FOOD-DATA-GROUP3.csv
Chicken Leg Fried,"chicken leg fried, fresh poultry meat, protein amino acids, high protein",1,94.0,,,431.0,34.4,13.8,25.5,0.0,400.0,0.5,104.9,Group 3,FOOD-DATA-GROUP3.csv
Chicken Feet Cooked,"chicken feet cooked, fresh poultry meat, protein amino acids, high protein",1,98.0,,,975.0,88.0,0.9,66.2,0.0,300.0,0.0,558.5,Group 3,FOOD-DATA-GROUP3.csv
Turkey Steak Fried,"turkey steak fried, fresh poultry meat, protein amino acids",1,80.1,,,179.0,9.1,10.9,10.8,0.0,500.0,0.0,41.2,Group 3,FOOD-DATA-GROUP3.csv
Turkey Taco Meat Cooked,"turkey taco meat cooked, fresh poultry meat, protein amino acids, high protein",1,84.5,,,271.0,30.7,5.5,13.9,0.0,1200.0,0.0,179.7,Group 3,FOOD-DATA-GROUP3.csv
Chicken Leg Raw,"chicken leg raw, fresh poultry meat, protein amino acids, high protein",1,94.8,,,736.0,56.3,0.6,54.9,0.0,300.0,0.0,146.0,Group 3,FOOD-DATA-GROUP3.csv
Chicken Meat Raw,"chicken meat raw, fresh poultry meat, protein amino acids, high protein",1,98.0,,,1978.0,171.1,0.0,138.6,0.0,600.0,0.0,434.3,Group 3,FOOD-DATA-GROUP3.csv
Chicken Neck Cooked,"chicken neck cooked, fresh poultry meat, protein amino acids",1,81.0,,,94.0,7.5,0.0,6.9,0.0,85.0,0.0,25.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Drumstick Fried,"chicken drumstick fried, fresh poultry meat, protein amino acids, high protein",3,66.8,,,193.0,15.8,6.0,11.3,0.0,200.0,0.2,46.5,Group 3,FOOD-DATA-GROUP3.csv
Quail Egg,quail egg,1,75.0,Eggs,,14.0,1.2,0.1,1.0,0.0,42.0,0.0,8.3,Group 3,FOOD-DATA-GROUP3.csv
Duck Meat Cooked,"duck meat cooked, fresh poultry meat, protein amino acids, high protein",1,90.4,,,472.0,26.6,0.0,39.7,0.0,41.0,0.0,85.5,Group 3,FOOD-DATA-GROUP3.csv
Chicken Wing Roasted,"chicken wing roasted, fresh poultry meat, protein amino acids, high protein",1,86.1,,,216.0,20.2,0.0,14.3,0.0,39.0,0.0,35.2,Group 3,FOOD-DATA-GROUP3.csv
Quail Meat Cooked,"quail meat cooked, high protein",1,98.0,,,1028.0,113.7,0.0,63.9,0.0,200.0,0.0,276.4,Group 3,FOOD-DATA-GROUP3.csv
Goose Meat Cooked,"goose meat cooked, high protein",1,91.9,,,427.0,35.2,0.0,30.7,0.0,89.0,0.0,88.2,Group 3,FOOD-DATA-GROUP3.csv
Chicken Breast Cooked,"chicken breast cooked, fresh poultry meat, protein amino acids, high protein",1,84.9,,,114.0,17.3,0.0,4.5,0.0,58.0,0.0,30.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Neck Raw,"chicken neck raw, fresh poultry meat, protein amino acids",1,80.8,,,149.0,7.0,0.0,13.1,0.0,27.0,0.0,30.1,Group 3,FOOD-DATA-GROUP3.csv
Duck Egg,"duck egg, fresh poultry meat, protein amino acids",1,82.5,Eggs,,130.0,9.0,1.0,9.6,0.7,100.0,0.0,67.2,Group 3,FOOD-DATA-GROUP3.csv
Pheasant Breast Raw,"pheasant breast raw, fresh poultry meat, protein amino acids, high protein",1,94.3,,,484.0,88.7,0.0,11.8,0.0,100.0,0.0,136.3,Group 3,FOOD-DATA-GROUP3.csv
Duck Meat Raw,"duck meat raw, fresh poultry meat, protein amino acids, high protein",1,96.0,,,5123.0,145.7,0.0,498.8,0.0,800.0,0.0,850.5,Group 3,FOOD-DATA-GROUP3.csv
Squab Meat Raw,"squab meat raw, high protein",1,93.8,,,585.0,36.8,0.0,47.4,0.0,100.0,0.0,125.5,Group 3,FOOD-DATA-GROUP3.csv
Chicken Drumstick Raw,"chicken drumstick raw, fresh poultry meat, protein amino acids, high protein",3,69.4,,,211.0,23.4,0.1,12.4,0.0,100.0,0.0,50.1,Group 3,FOOD-DATA-GROUP3.csv
Turkey Meat Roasted,"turkey meat roasted, fresh poultry meat, protein amino acids, high protein",1,91.3,,,284.0,42.8,0.0,11.1,0.0,200.0,0.0,76.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Breast Raw,"chicken breast raw, fresh poultry meat, protein amino acids, high protein",1,91.1,,,299.0,36.3,0.0,16.1,0.0,100.0,0.0,72.8,Group 3,FOOD-DATA-GROUP3.csv
Ground Chicken Cooked,"ground chicken cooked, fresh poultry meat, protein amino acids, high protein",1,91.9,,,474.0,58.4,0.0,27.4,0.0,200.0,0.0,87.7,Group 3,FOOD-DATA-GROUP3.csv
Turkey Wing Cooked,"turkey wing cooked, fresh poultry meat, protein amino acids, high protein",1,93.6,,,426.0,50.9,0.0,23.1,0.0,100.0,0.0,121.3,Group 3,FOOD-DATA-GROUP3.csv
Goose Meat Raw,"goose meat raw, high protein",1,90.0,,,6077.0,259.8,0.0,550.7,0.0,1200.0,0.0,1117.2,Group 3,FOOD-DATA-GROUP3.csv
Turkey Breast Roasted,"turkey breast roasted, fresh poultry meat, protein amino acids, high protein",1,91.5,,,3266.0,496.1,0.0,128.0,0.0,1100.0,0.0,1011.2,Group 3,FOOD-DATA-GROUP3.csv
Chicken Fajita Strips,"chicken fajita strips, fresh poultry meat, protein amino acids",1,75.0,,,13.0,1.7,0.2,0.5,0.0,44.0,0.0,3.7,Group 3,FOOD-DATA-GROUP3.csv
Crispy Chicken Strips Tyson,"crispy chicken strips tyson, fresh poultry meat, protein amino acids",4,40.0,,,145.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,Group 3,FOOD-DATA-GROUP3.csv
Chocolate Pudding Fat Free,"chocolate pudding fat free, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,39.8,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",105.0,2.2,23.6,0.3,17.8,100.0,0.3,72.4,Group 4,FOOD-DATA-GROUP4.csv
Tapioca Pudding,"tapioca pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,42.2,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",143.0,2.1,23.9,4.3,16.4,200.0,0.0,108.8,Group 4,FOOD-DATA-GROUP4.csv
Tapioca Pudding Fat Free,"tapioca pudding fat free, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,41.4,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",105.0,1.6,23.9,0.4,15.9,200.0,0.0,84.5,Group 4,FOOD-DATA-GROUP4.csv
Rice Pudding,"rice pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,43.0,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",122.0,3.6,20.8,2.4,13.1,100.0,0.3,27.3,Group 4,FOOD-DATA-GROUP4.csv
Corn Pudding,"corn pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,45.6,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",328.0,11.1,42.4,12.6,16.5,700.0,3.0,69.8,Group 4,FOOD-DATA-GROUP4.csv
Chocolate Pudding,"chocolate pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,34.5,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",213.0,3.1,34.5,6.9,25.8,200.0,0.0,123.4,Group 4,FOOD-DATA-GROUP4.csv
Lemon Pudding,"lemon pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,51.9,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",173.0,4.1,30.2,4.4,0.0,400.0,0.0,188.5,Group 4,FOOD-DATA-GROUP4.csv
Vanilla Pudding,"vanilla pudding, sugar, modified starch, milk solids, natural flavoring, emulsifier",4,34.3,Milk/Dairy,"E1442 (Modified starch), E407 (Carrageenan)",195.0,2.2,33.9,5.7,25.5,300.0,0.0,115.8,Group 4,FOOD-DATA-GROUP4.csv
Profeel Proteiinirahka Valio,"profeel proteiinirahka valio, high protein",3,79.2,,,140.0,175.0,19.3,0.4,0.2,0.0,0.0,194.7,Group 4,FOOD-DATA-GROUP4.csv
Cottage Cheese Creamed,"cottage cheese creamed, pasteurized milk, cheese cultures, salt, enzymes",4,45.0,Milk/Dairy,,20.0,2.2,0.7,0.9,0.5,95.0,0.0,20.6,Group 4,FOOD-DATA-GROUP4.csv
Zaziki Milfina,zaziki milfina,3,57.0,Milk/Dairy,,51.0,0.0,0.0,4.4,0.0,0.0,0.0,4.4,Group 4,FOOD-DATA-GROUP4.csv
Cottage Cheese Low Fat,"cottage cheese low fat, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,69.9,Milk/Dairy,,163.0,28.0,6.1,2.3,6.1,900.0,0.0,174.7,Group 4,FOOD-DATA-GROUP4.csv
Cottage Cheese Nonfat,"cottage cheese nonfat, pasteurized milk, cheese cultures, salt, enzymes",3,69.5,Milk/Dairy,,104.0,15.0,9.7,0.4,2.7,500.0,0.0,150.1,Group 4,FOOD-DATA-GROUP4.csv
Vanilla Yogurt Low Fat,"vanilla yogurt low fat, cultured milk, live active probiotic cultures",3,55.4,Milk/Dairy,,208.0,12.1,33.8,3.1,33.8,200.0,0.0,470.3,Group 4,FOOD-DATA-GROUP4.csv
Classique Yogurt Plain 2 Liberte,"classique yogurt plain 2 liberte, cultured milk, live active probiotic cultures",3,57.0,Milk/Dairy,,30.0,3.3,1.7,1.2,1.7,0.0,0.0,6.2,Group 4,FOOD-DATA-GROUP4.csv
Yoplait Light Strawberry Yogurt Yoplait,"yoplait light strawberry yogurt yoplait, cultured milk, live active probiotic cultures",3,57.0,Milk/Dairy,,79.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,Group 4,FOOD-DATA-GROUP4.csv
Vanilla Yogurt,"vanilla yogurt, cultured milk, live active probiotic cultures",3,63.2,Milk/Dairy,,145.0,8.4,23.5,2.1,23.5,100.0,0.0,326.2,Group 4,FOOD-DATA-GROUP4.csv
Chocolate Yogurt,"chocolate yogurt, cultured milk, live active probiotic cultures",4,44.6,Milk/Dairy,,168.0,5.3,35.3,0.0,22.5,200.0,1.8,175.0,Group 4,FOOD-DATA-GROUP4.csv
Yogurt Parfait,"yogurt parfait, cultured milk, live active probiotic cultures",3,67.4,Milk/Dairy,,125.0,5.0,23.6,1.5,17.4,48.0,1.6,210.3,Group 4,FOOD-DATA-GROUP4.csv
Yogurt,"yogurt, cultured milk, live active probiotic cultures",3,69.6,Milk/Dairy,,92.0,5.2,7.0,4.9,7.0,5.0,0.0,199.5,Group 4,FOOD-DATA-GROUP4.csv
Chocolate Frozen Yogurt,"chocolate frozen yogurt, cultured milk, live active probiotic cultures, dietary fiber",4,42.8,Milk/Dairy,,221.0,5.2,37.6,6.3,33.5,100.0,4.0,227.9,Group 4,FOOD-DATA-GROUP4.csv
Frozen Yogurt,"frozen yogurt, cultured milk, live active probiotic cultures",3,48.6,Milk/Dairy,,221.0,5.2,37.6,6.3,34.7,100.0,0.0,225.2,Group 4,FOOD-DATA-GROUP4.csv
Yogurt Low Fat,"yogurt low fat, cultured milk, live active probiotic cultures",3,70.7,Milk/Dairy,,154.0,12.9,17.2,3.8,17.2,200.0,0.0,484.5,Group 4,FOOD-DATA-GROUP4.csv
Vanilla Yoghurt Oikos,"vanilla yoghurt oikos, cultured milk, live active probiotic cultures",3,57.0,Milk/Dairy,,120.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,Group 4,FOOD-DATA-GROUP4.csv
Fruit Yogurt,"fruit yogurt, cultured milk, live active probiotic cultures",3,55.9,Milk/Dairy,,149.0,6.0,28.0,1.7,28.0,13.0,0.0,243.7,Group 4,FOOD-DATA-GROUP4.csv
Danone Low Fat Alsafi,danone low fat alsafi,3,29.0,,,88.0,0.0,0.1,1.7,255.0,0.0,0.0,1.7,Group 4,FOOD-DATA-GROUP4.csv
Fruit N Yogurt Parfait Mcdonalds,"fruit n yogurt parfait mcdonalds, cultured milk, live active probiotic cultures",3,64.5,Milk/Dairy,,156.0,4.1,30.9,1.9,19.1,65.0,1.5,187.9,Group 4,FOOD-DATA-GROUP4.csv
Triple Zero Greek Yogurt Dannon Oikos,"triple zero greek yogurt dannon oikos, cultured milk, live active probiotic cultures",3,62.0,Milk/Dairy,,120.0,0.0,22.5,0.0,6.0,0.0,0.0,22.6,Group 4,FOOD-DATA-GROUP4.csv
Greek Yogurt,"greek yogurt, cultured milk, live active probiotic cultures, high protein",3,75.0,Milk/Dairy,,100.0,17.3,6.1,0.7,5.5,81.0,0.0,211.3,Group 4,FOOD-DATA-GROUP4.csv
Chocolate Rasberry Protein Mini Proteinfx,"chocolate rasberry protein mini proteinfx, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",4,40.0,,,102.0,0.0,0.0,2.9,0.0,0.0,0.0,2.9,Group 4,FOOD-DATA-GROUP4.csv
Gushers Fruit Gushers,"gushers fruit gushers, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,57.0,,,360.0,0.0,0.2,6.0,0.0,0.0,0.0,6.2,Group 4,FOOD-DATA-GROUP4.csv
Egg Fried,egg fried,3,62.5,Eggs,,90.0,6.3,0.4,6.8,0.2,43.0,0.0,42.9,Group 4,FOOD-DATA-GROUP4.csv
Glucerna Abbott,"glucerna abbott, dietary fiber",3,44.8,,,1010.0,0.0,120.9,35.6,49.8,0.0,12.8,169.3,Group 4,FOOD-DATA-GROUP4.csv
Sports Drink,sports drink,3,62.0,,,26.0,0.0,7.2,0.0,0.0,73.0,0.0,22.4,Group 4,FOOD-DATA-GROUP4.csv
Peanut Butter Cookie Protein Syntha 6,"peanut butter cookie protein syntha 6, pasteurized cream, natural milk fat",3,62.0,"Milk/Dairy, Gluten/Wheat, Peanuts",,200.0,0.0,5.0,6.0,0.0,0.0,0.0,11.0,Group 4,FOOD-DATA-GROUP4.csv
Hanfprotein Pulver Rohkostqualitat Veganz,hanfprotein pulver rohkostqualitat veganz,3,62.0,,,107.0,0.0,14.2,3.1,0.1,0.0,0.0,17.3,Group 4,FOOD-DATA-GROUP4.csv
Smoothie High Protein Creamy Chocolate Slimfast,smoothie high protein creamy chocolate slimfast,4,48.4,,,110.0,12.0,2.1,3.5,1.0,200.0,0.0,62.6,Group 4,FOOD-DATA-GROUP4.csv
Egg Large,egg large,3,57.0,Eggs,,138.0,0.0,0.0,9.3,0.0,0.0,0.0,9.3,Group 4,FOOD-DATA-GROUP4.csv
Boysenberries Frozen,"boysenberries frozen, dietary fiber",3,77.8,,,66.0,1.5,16.1,0.3,9.1,64.0,7.0,65.7,Group 4,FOOD-DATA-GROUP4.csv
Malt Beverage,malt beverage,3,53.8,Gluten/Wheat,,88.0,0.5,19.1,0.3,19.1,20.0,0.0,37.8,Group 4,FOOD-DATA-GROUP4.csv
Chocolate Powder For Milk,chocolate powder for milk,4,44.2,Milk/Dairy,,88.0,1.0,19.9,0.5,18.0,12.0,1.0,128.5,Group 4,FOOD-DATA-GROUP4.csv
Vegetable Fruit Juice,"vegetable fruit juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,62.0,,,9.0,0.1,2.2,0.0,0.6,43.0,0.0,12.9,Group 4,FOOD-DATA-GROUP4.csv
Cocoa Powder Unsweetened,cocoa powder unsweetened,4,49.5,,,12.0,1.1,3.1,0.7,0.1,62.0,1.8,14.3,Group 4,FOOD-DATA-GROUP4.csv
Coconut Milk,coconut milk,3,57.8,Milk/Dairy,,35.0,0.3,0.8,3.6,0.5,1.0,0.3,8.0,Group 4,FOOD-DATA-GROUP4.csv
Cocoa Powder,cocoa powder,4,45.8,,,28.0,0.5,5.9,0.3,4.6,34.0,0.3,16.4,Group 4,FOOD-DATA-GROUP4.csv
Rice Drink,rice drink,3,61.3,,,113.0,0.7,22.0,2.3,12.7,58.0,0.7,25.9,Group 4,FOOD-DATA-GROUP4.csv
Coconut Water,coconut water,3,69.9,,,46.0,1.7,8.9,0.5,6.3,300.0,2.6,77.8,Group 4,FOOD-DATA-GROUP4.csv
Caramel Med Iced Coffee Dunkin Donuts,caramel med iced coffee dunkin donuts,3,57.0,,,268.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,Group 4,FOOD-DATA-GROUP4.csv
Instant Coffee With Water Decaffeinated,instant coffee with water decaffeinated,4,40.0,,,4.0,0.2,0.8,0.0,0.0,93.0,0.0,8.2,Group 4,FOOD-DATA-GROUP4.csv
Instant Coffee Powder,instant coffee powder,4,57.1,,,353.0,12.2,75.4,0.5,0.0,51.0,0.0,233.5,Group 4,FOOD-DATA-GROUP4.csv
Instant Coffee Powder Decaffeinated,instant coffee powder decaffeinated,4,40.0,,,6.0,0.2,1.4,0.1,0.0,90.0,0.0,4.1,Group 4,FOOD-DATA-GROUP4.csv
Instant Cappuccino Powder,instant cappuccino powder,4,45.5,,,53.0,0.4,11.2,0.7,9.0,74.0,0.2,29.9,Group 4,FOOD-DATA-GROUP4.csv
Coffee Decaffeinated,coffee decaffeinated,3,57.0,,,0.0,0.2,0.0,0.0,0.0,58.0,0.0,5.0,Group 4,FOOD-DATA-GROUP4.csv
Espresso Decaffeinated,espresso decaffeinated,3,57.0,,,3.0,0.1,0.5,0.0,0.0,11.0,0.0,1.4,Group 4,FOOD-DATA-GROUP4.csv
Instant Coffee With Water,instant coffee with water,4,40.0,,,4.0,0.2,0.6,0.0,0.0,15.0,0.0,8.0,Group 4,FOOD-DATA-GROUP4.csv
Coffee,coffee,3,57.0,,,2.0,0.3,0.0,0.1,0.0,75.0,0.0,5.1,Group 4,FOOD-DATA-GROUP4.csv
Espresso,espresso,3,57.0,,,3.0,0.0,0.5,0.1,0.0,83.0,0.0,1.3,Group 4,FOOD-DATA-GROUP4.csv
Whey Protein Powder Vanilla Eas,whey protein powder vanilla eas,4,40.0,Milk/Dairy,,108.0,0.0,0.0,1.7,0.0,0.0,0.0,1.7,Group 4,FOOD-DATA-GROUP4.csv
Energy Drink Sugar Free Red Bull,energy drink sugar free red bull,4,45.0,,,13.0,0.6,1.8,0.2,0.0,8.0,0.0,35.2,Group 4,FOOD-DATA-GROUP4.csv
Powerade Coca Cola,powerade coca cola,4,40.0,,,9.0,0.0,2.3,0.0,1.8,5.0,0.0,2.7,Group 4,FOOD-DATA-GROUP4.csv
Amp Energy Pepsi,amp energy pepsi,3,45.5,,,110.0,0.6,29.0,0.2,29.0,93.0,0.0,61.1,Group 4,FOOD-DATA-GROUP4.csv
Gatorade G2 Pepsi,gatorade g2 pepsi,3,57.0,,,2.0,0.1,0.6,0.1,0.4,11.0,0.0,0.7,Group 4,FOOD-DATA-GROUP4.csv
Amp Energy Sugar Free Pepsi,amp energy sugar free pepsi,3,57.0,,,5.0,0.0,2.5,0.0,0.0,93.0,0.0,2.5,Group 4,FOOD-DATA-GROUP4.csv
Energy Drink Red Bull,energy drink red bull,4,30.2,,,111.0,1.2,26.4,0.0,26.4,100.0,0.0,33.2,Group 4,FOOD-DATA-GROUP4.csv
Powerade Zero Ion4 Coca Cola,powerade zero ion4 coca cola,4,40.0,,,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.4,Group 4,FOOD-DATA-GROUP4.csv
Full Throttle Coca Cola,full throttle coca cola,4,28.5,,,110.0,0.6,29.0,0.2,29.0,71.0,0.0,61.0,Group 4,FOOD-DATA-GROUP4.csv
Passion Fruit Juice Purple,"passion fruit juice purple, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,42.8,,,148.0,1.7,35.7,0.4,35.2,84.0,0.5,94.1,Group 4,FOOD-DATA-GROUP4.csv
Pomegranate Juice,pomegranate juice,3,43.7,,,134.0,0.4,32.7,0.7,31.5,89.0,0.2,61.8,Group 4,FOOD-DATA-GROUP4.csv
Cranberry Apricot Juice,"cranberry apricot juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,63.1,,,157.0,0.5,39.7,0.0,0.0,7.0,0.2,62.9,Group 4,FOOD-DATA-GROUP4.csv
Pineapple Juice,"pineapple juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,49.8,,,133.0,0.9,32.2,0.3,25.0,75.0,0.5,34.5,Group 4,FOOD-DATA-GROUP4.csv
Passion Fruit Juice Yellow,"passion fruit juice yellow, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,45.9,,,126.0,1.0,33.6,0.1,33.1,3.0,0.5,119.3,Group 4,FOOD-DATA-GROUP4.csv
Orange Apricot Juice,"orange apricot juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,46.9,,,128.0,0.8,31.8,0.3,30.2,96.0,0.3,96.0,Group 4,FOOD-DATA-GROUP4.csv
Tangerine Juice,tangerine juice,3,50.2,,,106.0,1.2,24.9,0.5,24.5,22.0,0.5,27.3,Group 4,FOOD-DATA-GROUP4.csv
Orange Juice,"orange juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,56.9,,,90.0,1.4,20.8,0.4,16.8,67.0,0.4,23.2,Group 4,FOOD-DATA-GROUP4.csv
Grapefruit Juice,"grapefruit juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,62.0,,,96.0,1.2,22.7,0.2,0.0,61.0,0.0,24.3,Group 4,FOOD-DATA-GROUP4.csv
Pineapple Grapefruit Juice,"pineapple grapefruit juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,51.5,,,118.0,0.5,29.0,0.3,28.8,54.0,0.3,163.4,Group 4,FOOD-DATA-GROUP4.csv
Tamarind Nectar,tamarind nectar,3,47.2,,,143.0,0.2,37.0,0.3,31.9,46.0,1.3,83.6,Group 4,FOOD-DATA-GROUP4.csv
Apple Juice,"apple juice, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",3,50.7,,,114.0,0.2,28.0,0.3,23.9,38.0,0.5,29.1,Group 4,FOOD-DATA-GROUP4.csv
Limeade,limeade,3,41.5,,,128.0,0.0,34.1,0.0,32.8,71.0,0.0,46.7,Group 4,FOOD-DATA-GROUP4.csv
